날짜,지점,강수량
2021-08-23,263,71.4
2021-08-24,263,36.2
2021-08-25,263,3.1
2021-08-26,263,
2021-08-27,263,5.4
2021-08-28,263,
2021-08-29,263,0.1
2021-08-30,263,0.2
2021-08-31,263,0
2021-09-01,263,12.5
2021-09-02,263,5.6
2021-09-03,263,1.7
2021-09-04,263,
2021-09-05,263,0
2021-09-06,263,2.7
2021-09-07,263,0.5
2021-09-08,263,
2021-09-09,263,
2021-09-10,263,0.2
2021-09-11,263,
2021-09-12,263,
2021-09-13,263,
2021-09-14,263,1.8
2021-09-15,263,
2021-09-16,263,0.4
2021-09-17,263,6.3
2021-09-18,263,
2021-09-19,263,
2021-09-20,263,
2021-09-21,263,5.3
2021-09-22,263,7.9
2021-09-23,263,
2021-09-24,263,
2021-09-25,263,0
2021-09-26,263,
2021-09-27,263,
2021-09-28,263,
2021-09-29,263,37.1
2021-09-30,263,12.3
2021-10-01,263,
2021-10-02,263,
2021-10-03,263,
2021-10-04,263,
2021-10-05,263,
2021-10-06,263,
2021-10-07,263,
2021-10-08,263,0.4
2021-10-09,263,
2021-10-10,263,6.9
2021-10-11,263,31.2
2021-10-12,263,12.8
2021-10-13,263,0.1
2021-10-14,263,
2021-10-15,263,0.4
2021-10-16,263,5.5
2021-10-17,263,
2021-10-18,263,
2021-10-19,263,
2021-10-20,263,
2021-10-21,263,
2021-10-22,263,
2021-10-23,263,
2021-10-24,263,
2021-10-25,263,
2021-10-26,263,
2021-10-27,263,
2021-10-28,263,
2021-10-29,263,
2021-10-30,263,
2021-10-31,263,
