기간,2020-11-01 ~ 2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기기,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성별,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지역,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주제,"통합검색, 검색어 변화량 추이",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일,롱패딩,원피스,여성롱패딩,남자롱패딩,잠옷,여자롱패딩,여성숏패딩,여성패딩,반팔티,숏패딩,트위드자켓,트렌치코트,여성경량패딩,핸드메이드코트,쥬시쥬디,블라우스,나이키바람막이,여성트레이닝세트,바람막이,후드집업,여자트렌치코트,롱원피스,써스데이아일랜드원피스,반바지,강블리gbl남여공용무지반팔7색,팬츠,가을원피스,나이키후드티,맨투맨,반팔티,아르마니익스체인지,루시앙,나이키맨투맨,하객원피스,리버클래시정장,dabagirl,후드티,나우포그니플리스,니트원피스,여성가디건,핸드메이드코트,후리스,패딩,여성경량패딩,남자경량패딩,노스페이스패딩,커플잠옷,수면잠옷,남자반팔티,여성린넨자켓,트위드자켓,메종키츠네반팔,여름원피스,라코스테원피스,여성점프수트,강블리gbl남여공용무지반팔7색,남자반바지,
2021-04-26,1,38,0,0,7,0,0,0,4,0,3,2,0,0,7,9,15,1,17,7,0,6,7,4,0,1,0,1,6,4,0,1,1,3,0,0,4,0,2,5,0,1,1,0,0,2,3,0,3,5,3,2,8,4,0,0,2,
2021-04-27,1,33,0,0,6,0,0,0,3,0,3,3,0,0,6,9,14,1,11,5,0,6,8,4,0,1,0,1,5,3,0,0,1,3,0,0,5,0,2,7,0,1,1,0,0,1,2,0,2,6,3,2,8,4,0,0,2,
2021-04-28,0,33,0,0,8,0,0,0,4,0,2,3,0,0,6,12,12,0,10,6,0,7,7,4,0,1,0,1,5,4,1,0,2,2,0,0,3,0,1,15,0,1,1,0,0,1,1,0,2,8,2,2,8,5,1,0,2,
2021-04-29,0,35,0,0,6,0,0,0,4,0,3,3,1,0,10,8,13,0,9,6,0,7,9,4,0,1,0,1,4,4,0,0,2,3,0,0,3,0,2,6,0,1,1,1,0,2,2,0,1,6,3,1,8,4,0,0,2,
2021-04-30,0,29,0,0,8,0,0,0,3,0,3,6,1,0,7,7,11,0,8,4,0,7,7,3,0,1,0,1,3,3,0,0,1,2,0,0,3,0,1,5,0,1,0,1,0,1,1,0,2,4,3,1,6,3,0,0,2,
2021-05-01,1,30,0,0,6,0,0,0,3,0,3,4,1,0,6,6,15,0,9,5,0,6,9,4,0,1,0,1,5,3,1,0,2,2,0,0,4,0,2,4,0,1,1,1,0,2,1,0,1,5,3,1,6,4,0,0,2,
2021-05-02,1,31,0,0,7,0,0,1,3,0,3,3,1,0,10,7,16,0,12,4,0,6,8,4,0,1,0,1,7,3,1,0,1,2,0,0,3,0,2,5,0,1,1,1,0,1,1,0,1,4,3,2,6,3,0,0,3,
2021-05-03,0,27,0,0,6,0,0,0,3,0,3,2,0,0,6,7,14,0,10,7,0,11,7,4,0,0,0,1,7,3,1,0,2,3,0,0,4,0,2,6,0,1,1,0,0,1,2,0,2,4,3,1,8,3,1,0,2,
2021-05-04,1,28,0,0,6,0,0,0,3,0,3,4,1,0,6,6,14,0,9,6,0,5,7,3,0,0,0,2,5,3,0,0,2,3,0,0,3,0,2,3,0,1,1,1,0,1,2,1,1,5,3,2,7,6,0,0,2,
2021-05-05,1,31,0,0,5,0,0,0,3,0,4,2,1,0,7,6,19,0,9,6,0,7,8,5,0,1,0,2,7,3,1,0,2,3,0,0,4,0,1,6,0,1,1,1,0,1,1,0,1,4,4,2,8,5,0,0,2,
2021-05-06,1,28,0,0,6,0,0,0,3,0,3,3,1,0,5,6,15,1,11,5,0,6,6,3,0,1,0,1,6,3,0,0,1,3,0,0,3,0,1,5,0,1,1,1,0,1,2,0,2,5,3,1,7,3,1,0,2,
2021-05-07,0,28,0,0,5,0,0,0,2,0,2,1,1,0,5,6,14,0,11,5,0,5,7,3,0,1,0,1,4,2,0,1,1,3,0,0,4,0,2,4,0,1,1,1,0,1,1,0,1,4,2,2,7,4,0,0,2,
2021-05-08,1,29,0,0,6,0,0,0,2,0,2,2,1,0,5,6,13,0,7,3,0,5,9,3,0,1,0,1,7,2,1,0,1,2,0,0,3,0,1,4,0,1,0,1,0,1,1,1,1,4,2,2,7,5,0,0,2,
2021-05-09,0,33,0,0,6,0,0,0,3,0,3,2,0,0,6,7,15,0,8,7,0,8,10,4,0,1,0,1,4,3,0,0,2,3,0,0,3,0,2,4,0,1,1,0,0,1,2,1,1,5,3,2,7,6,0,0,2,
2021-05-10,0,30,0,0,6,0,0,0,2,0,2,4,1,0,5,10,15,1,10,5,0,6,7,4,0,1,0,1,5,2,0,0,1,4,0,0,4,0,1,5,0,1,1,1,0,2,2,0,1,5,2,2,8,5,1,0,2,
2021-05-11,0,31,0,0,5,0,0,0,3,0,2,2,1,0,6,8,14,0,10,5,0,6,8,3,0,1,0,1,4,3,1,0,1,5,0,0,4,0,2,5,0,1,1,1,0,2,2,0,1,6,2,1,9,4,0,0,1,
2021-05-12,0,29,0,0,6,0,0,0,4,0,2,2,0,0,7,7,11,0,8,5,0,16,7,5,0,1,0,1,4,4,0,0,0,3,0,0,4,0,1,5,0,1,1,0,0,1,1,0,2,6,2,2,10,5,0,0,3,
2021-05-13,1,34,0,0,8,0,0,0,5,0,2,1,0,0,5,9,11,0,9,3,0,7,7,8,0,1,0,1,3,5,0,1,0,3,0,0,3,0,2,4,0,1,1,0,0,1,1,1,2,8,2,1,16,5,1,0,3,
2021-05-14,1,41,0,0,5,0,0,0,5,0,2,2,0,0,7,10,8,0,6,3,0,8,10,9,0,1,0,1,3,5,0,0,1,3,0,0,2,0,1,4,0,0,1,0,0,0,1,0,3,6,2,2,18,5,0,0,4,
2021-05-15,1,43,0,0,6,0,0,0,4,0,2,2,1,0,7,10,12,0,7,3,0,7,7,11,0,2,0,1,3,4,1,0,1,3,0,0,1,0,1,3,0,0,1,1,0,1,1,0,3,3,2,2,16,6,0,0,4,
2021-05-16,0,45,0,0,10,0,0,0,4,0,2,2,0,0,8,12,14,1,7,3,0,10,10,10,0,2,0,0,4,4,1,0,1,2,0,0,2,0,1,4,0,1,1,0,0,0,2,1,2,7,2,2,18,6,1,0,5,
2021-05-17,1,36,0,0,7,0,0,0,4,0,2,1,0,0,5,10,14,0,7,3,0,6,7,8,0,2,0,1,4,4,1,1,1,3,0,0,2,0,2,18,0,0,1,0,0,1,2,0,2,7,2,3,12,6,1,0,4,
2021-05-18,0,57,0,0,5,0,0,0,3,0,1,2,0,0,14,9,12,0,7,3,0,7,9,6,0,1,0,1,3,3,1,0,0,4,0,0,2,0,1,3,0,1,1,0,0,1,1,0,1,6,1,2,17,6,0,0,3,
2021-05-19,0,43,0,0,7,0,0,0,4,0,1,1,0,0,19,8,11,1,8,3,0,8,10,10,0,1,0,0,4,4,1,0,1,3,0,0,3,0,1,3,0,1,1,0,0,1,0,0,3,6,1,2,18,5,0,0,6,
2021-05-20,1,39,0,0,7,0,0,0,3,0,1,2,0,0,13,10,12,0,8,3,0,15,7,7,0,1,0,1,2,3,0,0,0,4,0,0,3,0,2,5,0,0,1,0,0,1,1,0,2,7,1,3,16,6,1,0,3,
2021-05-21,0,38,0,0,5,0,0,0,3,0,2,2,0,0,7,7,10,0,7,4,0,7,6,5,0,0,0,1,3,3,0,0,0,4,0,0,3,0,3,4,0,0,1,0,0,1,2,1,1,7,2,2,14,6,1,0,3,
2021-05-22,0,40,0,0,5,0,0,0,3,0,2,1,0,0,10,9,11,1,6,2,0,8,8,7,0,1,0,1,3,3,0,0,1,2,0,0,2,0,2,4,0,0,0,0,0,0,1,1,1,6,2,2,15,5,1,0,3,
2021-05-23,0,42,0,0,7,0,0,0,4,0,2,4,0,0,9,8,12,0,6,3,0,8,10,9,0,1,0,1,3,4,0,0,1,3,0,0,3,0,2,4,0,0,1,0,0,1,0,0,2,5,2,2,17,6,0,0,5,
2021-05-24,0,39,0,0,6,0,0,0,5,0,1,2,0,0,7,10,9,1,7,2,0,8,7,8,0,1,0,0,5,5,0,0,0,4,0,0,2,0,2,9,0,0,0,0,0,1,1,0,2,7,1,2,18,6,0,0,5,
2021-05-25,0,61,0,0,5,0,0,0,3,0,2,2,1,0,7,7,11,0,8,3,0,9,6,7,0,1,0,0,3,3,0,0,1,3,0,0,2,0,2,12,0,1,1,1,0,1,1,0,2,7,2,4,15,5,0,0,4,
2021-05-26,1,37,0,0,6,0,0,0,3,0,1,1,0,0,6,9,12,0,7,4,0,20,7,7,0,1,0,1,3,3,0,0,1,3,0,0,1,0,1,6,0,1,1,0,0,1,1,0,3,8,1,3,16,5,0,0,4,
2021-05-27,1,36,0,0,5,0,0,0,3,0,1,2,1,0,7,7,13,0,7,5,0,15,8,6,0,1,0,1,4,3,1,0,0,3,0,0,2,0,1,7,0,1,1,1,0,1,2,0,1,7,1,2,12,6,0,0,3,
2021-05-28,0,38,0,0,4,0,0,0,3,0,2,2,1,0,7,8,11,0,7,4,0,8,5,6,0,1,0,0,3,3,1,0,0,3,0,0,3,0,2,5,0,1,1,1,0,1,1,0,1,6,2,2,14,5,1,0,3,
2021-05-29,1,40,0,0,5,0,0,0,3,0,2,3,0,0,6,8,12,0,6,4,0,7,9,4,0,0,0,1,3,3,0,1,1,4,0,0,2,0,2,5,0,0,1,0,0,1,1,0,1,4,2,2,14,6,0,0,4,
2021-05-30,1,38,0,0,5,0,0,0,2,0,2,1,0,0,7,10,13,0,6,4,0,7,8,9,0,1,0,1,3,2,0,0,0,2,0,0,3,0,1,4,0,0,0,0,0,1,1,0,2,4,2,2,15,5,1,0,4,
2021-05-31,1,54,0,0,5,0,0,0,2,0,1,2,1,0,6,6,12,0,6,3,0,7,6,8,0,0,0,1,4,2,0,1,0,3,0,0,1,0,1,5,0,0,0,1,0,1,1,0,1,5,1,2,16,6,1,0,3,
2021-06-01,2,38,0,0,6,0,0,0,3,0,1,1,0,0,6,9,9,1,7,3,0,7,7,9,0,1,0,0,3,3,1,0,1,2,0,0,2,0,2,4,0,0,3,0,0,1,1,1,2,5,1,4,18,6,0,0,5,
2021-06-02,1,44,0,0,6,0,0,0,5,0,2,1,0,0,5,9,9,0,7,3,0,9,7,11,0,1,0,1,3,5,1,0,1,3,0,0,1,0,2,5,0,1,1,0,0,1,1,0,2,6,2,2,22,9,0,0,5,
2021-06-03,0,46,0,0,6,0,0,0,3,0,1,1,0,0,7,12,10,1,6,3,0,9,9,9,0,1,0,0,3,3,1,1,0,3,0,0,2,0,1,4,0,1,1,0,0,1,1,0,2,6,1,2,21,10,1,0,5,
2021-06-04,0,39,0,0,4,0,0,0,3,0,1,1,1,0,7,8,8,0,5,3,0,7,10,7,0,0,0,1,2,3,0,0,0,2,0,0,1,0,2,4,0,1,1,1,0,1,1,0,2,5,1,2,19,11,0,0,4,
2021-06-05,0,42,0,0,5,0,0,0,3,0,1,1,0,0,5,10,7,0,5,3,0,8,10,8,0,1,0,1,2,3,1,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,1,0,2,4,1,3,18,11,1,0,5,
2021-06-06,0,49,0,0,6,0,0,0,3,0,1,1,0,0,7,11,9,0,6,1,0,9,9,14,0,1,0,0,4,3,0,0,1,3,0,0,2,0,1,4,0,0,0,0,0,1,1,0,2,6,1,3,23,10,1,0,6,
2021-06-07,0,44,0,0,6,0,0,0,4,0,1,0,0,0,6,9,7,0,7,3,0,9,9,13,0,1,0,0,2,4,1,0,0,2,0,0,6,0,1,4,0,0,1,0,0,1,1,0,2,4,1,2,24,8,1,0,8,
2021-06-08,0,46,0,0,7,0,0,0,4,0,1,1,0,0,6,12,7,1,5,2,0,9,9,13,0,1,0,0,2,4,0,0,0,3,0,0,2,0,1,4,0,1,1,0,0,0,1,0,2,4,1,3,26,9,1,0,8,
2021-06-09,0,52,0,0,5,0,0,0,4,0,1,1,0,0,6,11,8,0,28,2,0,9,12,17,0,1,0,0,3,4,0,1,0,4,0,0,1,0,2,3,0,1,0,0,0,0,1,0,2,5,1,3,34,9,0,0,9,
2021-06-10,0,48,0,0,6,0,0,0,5,0,1,0,0,0,5,10,5,0,4,2,0,11,10,14,0,1,0,0,3,5,1,0,0,2,0,0,1,0,2,3,0,1,1,0,0,1,1,0,2,5,1,2,26,9,0,0,6,
2021-06-11,1,49,0,0,5,0,0,0,3,0,1,1,0,0,5,9,5,0,3,2,0,13,11,12,0,1,0,0,3,3,1,0,0,3,0,0,1,0,1,3,0,1,1,0,0,0,1,0,2,4,1,2,27,9,0,0,6,
2021-06-12,0,51,0,0,6,0,0,0,3,0,1,0,1,0,6,11,6,0,2,2,0,11,11,15,0,1,0,0,3,3,0,0,0,2,0,0,2,0,2,3,0,0,1,1,0,1,1,0,1,2,1,3,26,8,0,0,8,
2021-06-13,0,59,0,0,7,0,0,0,3,0,1,1,0,0,6,10,6,0,2,2,0,14,12,20,0,1,0,0,3,3,0,0,0,2,0,0,2,0,2,2,0,0,1,0,0,1,1,1,2,2,1,2,33,10,0,0,12,
2021-06-14,0,57,0,0,7,0,0,0,4,0,1,1,0,0,6,10,5,1,4,2,0,12,12,19,0,1,0,0,3,4,1,0,0,14,0,0,2,0,2,9,0,0,0,0,0,1,1,0,1,3,1,3,31,9,0,0,9,
2021-06-15,0,51,0,0,6,0,0,0,4,0,2,0,0,0,6,12,5,0,4,2,0,10,9,13,0,1,0,0,2,4,0,0,0,3,0,0,1,0,2,2,0,1,1,0,0,1,1,0,2,3,2,2,30,10,1,0,8,
2021-06-16,0,51,0,0,26,0,0,0,3,0,1,1,0,0,7,10,6,0,11,2,0,10,11,13,0,1,0,0,3,3,0,0,0,3,0,0,1,0,2,2,0,0,1,0,0,1,1,0,1,3,1,2,30,9,0,0,8,
2021-06-17,1,48,0,0,5,0,0,0,3,0,1,0,0,0,7,9,5,0,3,2,0,17,8,11,0,1,0,0,3,3,0,1,0,3,0,0,1,0,2,2,0,1,1,0,0,1,2,0,2,2,1,3,22,11,0,0,6,
2021-06-18,0,44,0,0,5,0,0,0,3,0,1,1,0,0,6,9,4,0,3,2,0,9,8,8,0,1,0,0,3,3,0,0,0,2,0,0,1,0,2,26,0,0,1,0,0,1,2,0,1,2,1,2,24,9,0,0,4,
2021-06-19,0,47,0,0,5,0,0,0,2,0,2,2,0,0,6,10,5,0,3,1,0,9,8,13,0,1,0,0,3,2,0,0,0,2,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,2,2,2,22,10,0,0,8,
2021-06-20,0,51,0,0,5,0,0,0,2,0,1,1,0,0,5,9,5,0,2,1,0,9,10,17,0,1,0,0,3,2,1,0,0,2,0,0,1,0,1,2,0,0,1,0,0,1,1,0,2,3,1,2,27,12,1,0,9,
2021-06-21,0,52,0,0,5,0,0,0,3,0,1,1,0,0,6,11,4,0,3,1,0,10,9,13,0,1,0,0,3,3,0,0,0,2,0,0,2,0,2,1,0,1,1,0,0,1,1,0,2,3,1,2,26,9,0,0,9,
2021-06-22,1,49,0,0,4,0,0,0,3,0,1,0,0,0,6,9,5,0,3,1,0,10,11,13,0,1,0,0,3,3,0,0,0,2,0,0,1,0,2,1,0,0,1,0,0,1,1,0,1,4,1,4,27,8,1,0,9,
2021-06-23,0,50,0,0,4,0,0,0,3,0,1,0,0,0,6,11,4,0,2,3,0,15,10,11,0,1,1,0,2,3,0,1,0,3,0,0,1,0,2,1,0,1,1,0,0,1,1,0,2,3,1,2,26,8,0,0,7,
2021-06-24,1,52,0,0,6,0,0,0,2,0,1,0,0,0,6,10,5,0,2,1,0,9,12,10,0,1,0,0,3,2,0,0,0,1,0,0,1,0,2,2,0,1,1,0,0,1,2,0,1,3,1,1,26,10,0,0,6,
2021-06-25,0,50,0,0,3,0,0,0,2,0,0,0,0,0,5,10,3,0,2,1,0,11,11,12,0,0,1,0,2,2,0,0,0,2,0,0,5,0,2,5,0,0,1,0,0,1,1,0,2,6,0,2,27,10,0,0,8,
2021-06-26,0,48,0,0,4,0,0,0,2,0,1,0,0,0,6,10,4,0,3,2,0,10,11,10,0,1,0,0,2,2,1,0,0,2,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,3,1,2,26,9,0,0,7,
2021-06-27,1,57,0,0,5,0,0,0,3,0,1,1,0,0,7,9,4,0,2,1,0,10,11,14,0,1,0,0,4,3,0,1,0,2,0,0,1,0,2,3,0,0,1,0,0,1,1,0,1,3,1,3,25,10,1,0,9,
2021-06-28,0,48,0,0,5,0,0,0,3,0,1,0,0,0,6,14,4,0,3,2,0,10,11,14,0,1,1,0,2,3,0,0,0,2,0,0,1,0,2,3,0,0,1,0,0,1,1,0,2,2,1,3,29,11,1,0,9,
2021-06-29,1,52,0,0,4,0,0,0,3,0,1,0,0,0,6,9,4,0,2,1,0,19,11,12,0,1,1,0,3,3,0,0,0,3,0,0,1,0,2,1,0,1,0,0,0,1,1,0,2,3,1,3,25,9,1,0,10,
2021-06-30,0,46,0,0,4,0,0,0,2,0,1,1,0,0,6,10,3,0,3,1,0,9,11,12,0,1,0,0,3,2,0,0,0,2,0,0,1,0,1,6,0,0,1,0,0,1,1,0,2,14,1,12,23,8,1,0,8,
2021-07-01,1,50,0,0,5,0,0,0,3,0,1,0,0,0,6,9,3,0,2,1,0,10,9,13,0,0,0,0,3,3,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,2,1,5,27,7,0,0,8,
2021-07-02,0,51,0,0,4,0,0,0,3,0,1,1,0,0,5,10,4,0,2,1,0,8,8,13,0,1,0,0,2,3,0,1,0,2,0,0,1,0,2,1,0,0,1,0,0,1,1,0,1,2,1,2,27,7,0,0,5,
2021-07-03,1,59,0,0,5,0,0,0,2,0,1,1,0,0,5,10,4,0,2,2,0,11,12,13,0,1,0,1,3,2,0,0,0,2,0,0,2,0,2,2,0,1,1,0,0,1,1,0,1,3,1,2,32,10,0,0,10,
2021-07-04,0,56,0,0,7,0,0,0,2,0,1,1,0,0,4,12,4,0,3,2,0,9,11,14,0,0,1,1,4,2,0,0,1,2,0,0,1,0,1,1,0,0,1,0,0,1,1,0,2,2,1,3,26,9,1,0,9,
2021-07-05,0,51,0,0,4,0,0,0,3,0,1,1,0,0,8,8,3,0,2,1,0,9,11,12,0,1,1,1,3,3,0,0,1,3,0,0,1,0,2,2,0,1,1,0,0,1,1,0,2,3,1,2,21,8,1,0,9,
2021-07-06,0,52,0,0,5,0,0,0,2,0,1,1,0,0,7,11,4,0,3,1,0,16,8,14,0,2,0,0,3,2,0,0,0,2,0,0,1,0,1,2,0,1,1,0,0,1,1,0,1,3,1,2,25,9,1,0,10,
2021-07-07,0,51,0,0,6,0,0,0,3,0,1,0,0,0,6,13,3,0,2,1,0,10,11,14,0,1,1,1,2,3,0,0,0,2,0,0,7,0,2,2,0,1,1,0,0,1,1,0,1,2,1,3,30,6,1,0,8,
2021-07-08,0,53,0,0,6,0,0,0,2,0,1,0,0,0,5,10,3,0,1,3,0,9,9,14,0,1,1,0,3,2,0,1,0,2,0,0,1,0,2,2,0,1,1,0,0,1,1,0,2,2,1,2,26,9,1,0,9,
2021-07-09,0,45,0,0,5,0,0,0,2,0,1,0,0,0,5,10,3,0,3,1,0,8,8,14,0,1,0,0,1,2,0,0,0,1,0,0,1,0,4,2,0,1,1,0,0,1,1,0,2,2,1,2,24,8,1,0,8,
2021-07-10,1,50,0,0,6,0,0,0,2,0,1,0,0,1,5,9,6,0,2,1,0,10,10,14,0,1,0,0,2,2,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,2,1,2,21,9,1,0,9,
2021-07-11,1,59,0,0,6,0,0,0,3,0,1,0,0,0,8,10,4,0,2,1,0,9,10,18,0,1,1,0,3,3,0,0,1,1,0,0,1,0,2,2,0,0,2,0,0,1,1,0,2,1,1,2,30,8,1,0,11,
2021-07-12,1,56,0,0,7,0,0,0,2,0,1,0,0,0,7,9,3,0,2,1,0,9,13,20,0,1,1,1,3,2,0,1,0,1,0,0,1,0,1,2,0,0,1,0,0,1,2,0,2,2,1,2,28,10,1,0,14,
2021-07-13,1,56,0,0,7,0,0,0,3,0,1,1,0,0,6,10,3,0,2,1,0,11,9,19,0,1,1,0,3,3,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0,1,1,0,2,1,1,2,32,7,1,0,13,
2021-07-14,1,56,0,0,7,0,0,0,3,0,1,0,0,0,5,9,2,0,3,1,0,11,11,23,0,1,0,0,3,3,0,1,0,2,0,0,1,0,6,1,0,0,1,0,0,1,1,1,3,2,1,3,37,8,1,0,13,
2021-07-15,0,54,0,0,6,0,0,0,2,0,0,1,0,0,5,11,2,0,2,1,0,11,11,28,0,0,1,0,2,2,0,0,0,2,0,0,1,0,2,1,0,0,1,0,0,1,1,0,1,1,0,2,66,4,1,0,22,
2021-07-16,1,56,0,0,5,0,0,0,2,0,1,0,0,0,4,11,2,0,1,0,0,11,9,20,0,1,1,0,2,2,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,2,1,1,2,31,7,1,0,12,
2021-07-17,0,58,0,0,5,0,0,0,3,0,1,1,0,0,4,9,2,0,2,1,0,10,9,19,0,1,0,0,3,3,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,0,2,1,1,2,33,8,1,0,12,
2021-07-18,1,63,0,0,6,0,0,0,2,0,1,0,0,0,7,8,2,0,1,1,0,10,11,22,0,1,1,0,3,2,0,1,1,1,0,0,1,0,3,1,0,0,1,0,0,1,0,0,2,2,1,3,34,8,0,0,13,
2021-07-19,1,51,0,0,5,0,0,0,2,0,1,0,0,0,5,13,3,0,2,1,0,10,12,20,0,1,1,0,2,2,0,0,0,1,0,0,1,0,2,2,0,0,1,0,0,1,2,0,2,1,1,1,31,8,1,0,14,
2021-07-20,1,53,0,0,6,0,0,0,3,0,1,0,0,0,5,8,1,0,2,1,0,10,10,18,0,1,0,0,3,3,0,0,0,25,0,0,1,0,2,1,0,1,1,0,0,1,1,0,2,1,1,2,31,7,1,0,15,
2021-07-21,0,53,0,0,7,0,0,0,2,0,1,0,0,0,5,9,1,0,2,0,0,9,10,20,0,1,1,0,3,2,0,0,0,1,0,0,1,0,2,2,0,0,1,0,0,1,1,0,1,1,1,2,32,8,1,0,13,
2021-07-22,1,53,0,0,6,0,0,0,3,0,1,0,0,0,5,9,2,0,1,1,0,10,10,17,0,1,0,0,3,3,1,0,0,1,0,0,1,0,2,1,0,1,1,0,0,1,1,0,1,1,1,2,32,7,1,0,14,
2021-07-23,1,57,1,0,4,0,0,0,2,0,1,1,0,0,6,8,2,0,2,1,0,8,9,18,0,1,1,0,3,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,1,1,2,30,6,0,0,10,
2021-07-24,2,49,0,0,5,0,0,0,2,0,1,1,0,0,6,8,1,0,1,1,0,8,11,15,0,1,1,0,2,2,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,2,27,5,0,0,10,
2021-07-25,2,52,0,0,6,0,0,0,2,0,1,1,0,0,6,5,2,0,1,1,0,10,11,16,0,0,1,0,4,2,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0,2,1,0,1,1,1,1,29,6,1,0,13,
2021-07-26,1,45,0,0,5,0,0,0,2,0,0,1,0,0,5,6,1,0,1,0,0,9,8,24,0,2,1,0,3,2,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,1,0,1,0,0,2,25,6,1,0,22,
2021-07-27,1,45,0,0,6,0,0,0,2,0,1,1,0,0,5,7,2,0,1,0,0,9,9,16,0,1,1,0,2,2,0,0,0,1,0,0,1,0,2,8,0,1,1,0,0,1,1,0,1,1,1,1,27,6,1,0,10,
2021-07-28,1,43,0,0,6,0,0,1,2,0,1,1,0,0,4,7,2,0,2,0,0,8,8,17,0,0,1,0,3,2,0,1,0,1,0,0,1,0,1,1,0,1,2,0,0,1,1,0,2,1,1,2,28,5,1,0,12,
2021-07-29,1,44,0,0,5,0,0,1,2,0,1,0,0,0,5,8,1,0,2,1,0,8,8,13,0,1,1,0,3,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,28,6,0,0,13,
2021-07-30,1,39,0,0,4,1,1,1,1,1,1,1,1,0,4,6,2,0,2,0,0,7,7,12,0,1,1,0,1,1,0,0,0,1,0,0,2,0,1,7,0,0,1,1,0,1,1,0,1,1,1,2,21,5,0,0,9,
2021-07-31,1,42,0,0,4,0,1,1,2,0,1,0,1,0,5,7,1,0,1,1,0,7,9,12,0,1,1,0,3,2,0,0,0,1,0,0,1,0,2,1,0,1,1,1,0,1,1,0,1,1,1,1,21,6,1,0,10,
2021-08-01,1,41,0,0,5,0,1,0,2,0,1,1,0,0,5,6,1,0,2,0,0,7,9,13,0,1,2,0,3,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,2,22,6,0,0,10,
2021-08-02,1,37,0,0,6,0,0,0,1,0,1,1,0,0,5,5,1,0,1,1,0,20,7,12,0,1,2,0,3,1,0,0,0,2,0,0,1,0,6,1,0,1,1,0,0,0,1,0,1,0,1,2,19,5,0,0,8,
2021-08-03,2,37,0,0,7,0,0,0,1,1,0,3,0,0,4,7,2,0,1,1,0,7,7,11,0,1,2,1,2,1,0,0,0,2,0,0,2,0,2,1,0,1,1,0,0,1,1,0,1,1,0,1,19,6,0,0,9,
2021-08-04,1,41,0,0,5,0,0,0,1,0,1,4,0,0,4,10,2,0,1,1,0,6,7,10,0,1,2,1,3,1,0,0,1,1,0,0,1,0,8,1,0,1,1,0,0,2,1,0,2,1,1,2,19,3,0,0,8,
2021-08-05,1,41,0,0,4,0,0,0,2,1,1,2,0,0,4,10,2,0,1,1,0,7,8,10,0,0,2,0,3,2,0,0,0,2,0,0,1,0,7,2,0,0,1,0,0,1,1,0,1,1,1,2,24,6,0,0,9,
2021-08-06,1,37,0,0,3,0,0,1,1,0,1,2,0,0,5,17,2,0,2,1,0,6,8,10,0,0,3,0,3,1,0,1,0,2,0,0,1,0,2,1,0,1,1,0,0,1,1,0,1,1,1,1,20,5,0,0,6,
2021-08-07,1,37,0,0,4,0,0,0,1,0,1,2,0,0,6,5,2,0,1,1,0,7,7,9,0,1,2,1,3,1,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0,2,1,0,1,1,1,1,18,4,1,0,6,
2021-08-08,1,42,1,0,5,0,1,1,1,0,1,2,0,0,6,8,2,1,2,2,0,7,9,8,0,0,3,1,3,1,0,0,1,3,0,0,2,0,2,1,0,0,2,0,0,3,1,0,1,1,1,1,16,6,0,0,6,
2021-08-09,2,36,0,0,3,0,1,1,3,2,1,1,0,0,3,6,2,0,3,2,0,29,6,9,0,0,3,0,3,3,0,0,1,2,0,0,1,0,2,2,0,1,2,0,0,2,1,0,1,0,1,1,18,6,0,0,11,
2021-08-10,2,33,0,0,5,0,0,1,1,1,1,2,1,0,5,6,2,0,2,1,0,6,8,7,0,1,4,0,3,1,0,0,0,2,0,0,2,0,9,2,0,1,3,1,0,2,1,1,2,0,1,1,15,5,0,0,5,
